event_name,Year,Season,City,Games
Weightlifting Women's Heavyweight,2004,Summer,Athina,2004 Summer
Weightlifting Women's Heavyweight,2008,Summer,Beijing,2008 Summer
Hockey Women's Hockey,2016,Summer,Rio de Janeiro,2016 Summer
Athletics Men's 400 metres,2000,Summer,Sydney,2000 Summer
Diving Men's Platform,2008,Summer,Beijing,2008 Summer
Diving Men's Platform,2012,Summer,London,2012 Summer
Diving Men's Synchronized Platform,2012,Summer,London,2012 Summer
Athletics Men's Shot Put,1924,Summer,Paris,1924 Summer
Athletics Men's Shot Put,1928,Summer,Amsterdam,1928 Summer
Athletics Men's Discus Throw,1928,Summer,Amsterdam,1928 Summer
Athletics Men's Triple Jump,1948,Summer,London,1948 Summer
Judo Men's Half-Heavyweight,1992,Summer,Barcelona,1992 Summer
Rowing Men's Coxless Fours,1988,Summer,Seoul,1988 Summer
Rowing Men's Coxless Fours,1992,Summer,Barcelona,1992 Summer
Sailing Mixed 8 metres,1936,Summer,Berlin,1936 Summer
Sailing Mixed 8 metres,1924,Summer,Paris,1924 Summer
Rowing Men's Coxless Pairs,2000,Summer,Sydney,2000 Summer
"Canoeing Women's Kayak Singles, Slalom",1992,Summer,Barcelona,1992 Summer
Weightlifting Women's Flyweight,2016,Summer,Rio de Janeiro,2016 Summer
Swimming Women's 100 metres Breaststroke,1984,Summer,Los Angeles,1984 Summer
Swimming Women's 200 metres Breaststroke,1984,Summer,Los Angeles,1984 Summer
Athletics Men's 200 metres,2000,Summer,Sydney,2000 Summer
Athletics Men's Triple Jump,1992,Summer,Barcelona,1992 Summer
Athletics Men's Triple Jump,1996,Summer,Atlanta,1996 Summer
Athletics Women's 100 metres Hurdles,1996,Summer,Atlanta,1996 Summer
Athletics Men's 20 kilometres Walk,1992,Summer,Barcelona,1992 Summer
Athletics Men's 20 kilometres Walk,1996,Summer,Atlanta,1996 Summer
Athletics Men's 20 kilometres Walk,2000,Summer,Sydney,2000 Summer
Volleyball Women's Volleyball,2004,Summer,Athina,2004 Summer
Badminton Mixed Doubles,2008,Summer,Beijing,2008 Summer
Judo Men's Extra-Lightweight,2008,Summer,Beijing,2008 Summer
Athletics Women's 100 metres,1964,Summer,Tokyo,1964 Summer
Athletics Women's Pole Vault,2016,Summer,Rio de Janeiro,2016 Summer
Athletics Men's Triple Jump,1920,Summer,Antwerpen,1920 Summer
Athletics Men's 110 metres Hurdles,1908,Summer,London,1908 Summer
Athletics Men's Long Jump,1908,Summer,London,1908 Summer
Athletics Men's 100 metres,1964,Summer,Tokyo,1964 Summer
Athletics Men's Long Jump,1964,Summer,Tokyo,1964 Summer
Boxing Men's Light-Flyweight,1992,Summer,Barcelona,1992 Summer
Athletics Men's 100 metres,1936,Summer,Berlin,1936 Summer
Athletics Men's 4 x 100 metres Relay,1936,Summer,Berlin,1936 Summer
Boxing Men's Welterweight,1932,Summer,Los Angeles,1932 Summer
Boxing Men's Middleweight,1936,Summer,Berlin,1936 Summer
Rowing Men's Coxed Eights,1912,Summer,Stockholm,1912 Summer
"Art Competitions Mixed Painting, Unknown Event",1948,Summer,London,1948 Summer
"Athletics Men's 5,000 metres",1948,Summer,London,1948 Summer
Handball Men's Handball,1936,Summer,Berlin,1936 Summer
Rowing Men's Coxed Pairs,1968,Summer,Mexico City,1968 Summer
Athletics Women's High Jump,1972,Summer,Munich,1972 Summer
Athletics Women's High Jump,1976,Summer,Montreal,1976 Summer
"Wrestling Men's Bantamweight, Greco-Roman",1924,Summer,Paris,1924 Summer
"Wrestling Men's Bantamweight, Greco-Roman",1928,Summer,Amsterdam,1928 Summer
Athletics Men's Marathon,1912,Summer,Stockholm,1912 Summer
"Wrestling Men's Middleweight B, Greco-Roman",1912,Summer,Stockholm,1912 Summer
"Wrestling Men's Heavyweight, Greco-Roman",1920,Summer,Antwerpen,1920 Summer
Swimming Women's 100 metres Freestyle,1948,Summer,London,1948 Summer
Swimming Women's 4 x 100 metres Freestyle Relay,1948,Summer,London,1948 Summer
"Fencing Men's epee, Team",1992,Summer,Barcelona,1992 Summer
Shooting Men's Trap,1964,Summer,Tokyo,1964 Summer
Athletics Men's Pole Vault,1906,Summer,Athina,1906 Summer
Athletics Men's Shot Put,1906,Summer,Athina,1906 Summer
Athletics Men's Stone Throw,1906,Summer,Athina,1906 Summer
Athletics Men's Discus Throw,1906,Summer,Athina,1906 Summer
"Athletics Men's Javelin Throw, Freestyle",1906,Summer,Athina,1906 Summer
Athletics Men's Pentathlon (Ancient),1906,Summer,Athina,1906 Summer
"Equestrianism Mixed Jumping, Individual",2004,Summer,Athina,2004 Summer
"Equestrianism Mixed Jumping, Team",2004,Summer,Athina,2004 Summer
"Equestrianism Mixed Jumping, Individual",2008,Summer,Beijing,2008 Summer
"Equestrianism Mixed Jumping, Team",2008,Summer,Beijing,2008 Summer
"Equestrianism Mixed Jumping, Individual",2012,Summer,London,2012 Summer
"Equestrianism Mixed Jumping, Team",2012,Summer,London,2012 Summer
"Equestrianism Mixed Jumping, Individual",2016,Summer,Rio de Janeiro,2016 Summer
"Equestrianism Mixed Jumping, Team",2016,Summer,Rio de Janeiro,2016 Summer
Boxing Men's Lightweight,1932,Summer,Los Angeles,1932 Summer
Rowing Men's Coxed Fours,1964,Summer,Tokyo,1964 Summer
Rowing Men's Coxless Pairs,1952,Summer,Helsinki,1952 Summer
"Athletics Men's 5,000 metres",1956,Summer,Melbourne,1956 Summer
"Athletics Men's 10,000 metres",1956,Summer,Melbourne,1956 Summer
"Equestrianism Mixed Three-Day Event, Individual",1980,Summer,Moskva,1980 Summer
"Equestrianism Mixed Three-Day Event, Team",1980,Summer,Moskva,1980 Summer
"Wrestling Men's Middleweight, Greco-Roman",1948,Summer,London,1948 Summer
"Wrestling Men's Middleweight, Freestyle",1948,Summer,London,1948 Summer
"Shooting Women's Air Rifle, 10 metres",2012,Summer,London,2012 Summer
"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",2012,Summer,London,2012 Summer
Athletics Men's Triple Jump,1952,Summer,Helsinki,1952 Summer
Beach Volleyball Men's Beach Volleyball,1996,Summer,Atlanta,1996 Summer
Beach Volleyball Men's Beach Volleyball,2000,Summer,Sydney,2000 Summer
Swimming Women's 4 x 100 metres Freestyle Relay,1992,Summer,Barcelona,1992 Summer
Swimming Women's 100 metres Butterfly,1992,Summer,Barcelona,1992 Summer
Swimming Women's 4 x 100 metres Medley Relay,1992,Summer,Barcelona,1992 Summer
Hockey Men's Hockey,1968,Summer,Mexico City,1968 Summer
Weightlifting Women's Middleweight,2016,Summer,Rio de Janeiro,2016 Summer
Rowing Women's Single Sculls,2008,Summer,Beijing,2008 Summer
Football Men's Football,1956,Summer,Melbourne,1956 Summer
Hockey Men's Hockey,1988,Summer,Seoul,1988 Summer
"Athletics Men's 10,000 metres",2012,Summer,London,2012 Summer
Weightlifting Men's Heavyweight I,1996,Summer,Atlanta,1996 Summer
Boxing Men's Featherweight,2004,Summer,Athina,2004 Summer
"Athletics Women's 3,000 metres Steeplechase",2008,Summer,Beijing,2008 Summer
Diving Men's Platform,1928,Summer,Amsterdam,1928 Summer
Boxing Men's Light-Heavyweight,1960,Summer,Roma,1960 Summer
Athletics Men's Shot Put,1912,Summer,Stockholm,1912 Summer
"Athletics Men's Shot Put, Both Hands",1912,Summer,Stockholm,1912 Summer
Modern Pentathlon Men's Individual,1968,Summer,Mexico City,1968 Summer
Modern Pentathlon Men's Team,1968,Summer,Mexico City,1968 Summer
Boxing Men's Welterweight,1960,Summer,Roma,1960 Summer
"Wrestling Men's Heavyweight, Greco-Roman",1988,Summer,Seoul,1988 Summer
"Wrestling Men's Super-Heavyweight, Greco-Roman",1992,Summer,Barcelona,1992 Summer
"Wrestling Men's Super-Heavyweight, Greco-Roman",1996,Summer,Atlanta,1996 Summer
"Wrestling Men's Super-Heavyweight, Greco-Roman",2004,Summer,Athina,2004 Summer
Rowing Men's Coxed Pairs,1972,Summer,Munich,1972 Summer
Rowing Men's Coxless Pairs,1976,Summer,Montreal,1976 Summer
Athletics Men's Javelin Throw,1960,Summer,Roma,1960 Summer
Sailing Mixed Three Person Keelboat,1964,Summer,Tokyo,1964 Summer
Rowing Men's Coxed Eights,2000,Summer,Sydney,2000 Summer
Rowing Men's Coxed Eights,2004,Summer,Athina,2004 Summer
Shooting Women's Trap,2008,Summer,Beijing,2008 Summer
Shooting Women's Trap,2012,Summer,London,2012 Summer
Shooting Women's Trap,2016,Summer,Rio de Janeiro,2016 Summer
Athletics Women's Javelin Throw,1956,Summer,Melbourne,1956 Summer
Athletics Women's Javelin Throw,1960,Summer,Roma,1960 Summer
Diving Men's Springboard,2000,Summer,Sydney,2000 Summer
Badminton Men's Doubles,2012,Summer,London,2012 Summer
Badminton Men's Doubles,2016,Summer,Rio de Janeiro,2016 Summer
Boxing Men's Heavyweight,1956,Summer,Melbourne,1956 Summer
Sailing Men's Windsurfer,2008,Summer,Beijing,2008 Summer
Sailing Men's Windsurfer,2012,Summer,London,2012 Summer
"Wrestling Men's Heavyweight, Greco-Roman",1960,Summer,Roma,1960 Summer
"Wrestling Men's Lightweight, Greco-Roman",2004,Summer,Athina,2004 Summer
Swimming Women's 200 metres Freestyle,2016,Summer,Rio de Janeiro,2016 Summer
Swimming Women's 4 x 200 metres Freestyle Relay,2016,Summer,Rio de Janeiro,2016 Summer
Hockey Women's Hockey,1996,Summer,Atlanta,1996 Summer
Hockey Women's Hockey,2004,Summer,Athina,2004 Summer
Rowing Men's Single Sculls,2004,Summer,Athina,2004 Summer
Athletics Men's 10 kilometres Walk,1912,Summer,Stockholm,1912 Summer
Athletics Men's 800 metres,1980,Summer,Moskva,1980 Summer
Athletics Women's 20 kilometres Walk,2012,Summer,London,2012 Summer
Athletics Women's 20 kilometres Walk,2016,Summer,Rio de Janeiro,2016 Summer
Weightlifting Men's Heavyweight,1924,Summer,Paris,1924 Summer
"Canoeing Men's Kayak Singles, Slalom",2012,Summer,London,2012 Summer
"Canoeing Men's Kayak Singles, Slalom",2016,Summer,Rio de Janeiro,2016 Summer
Athletics Women's 200 metres,1964,Summer,Tokyo,1964 Summer
Athletics Women's 80 metres Hurdles,1964,Summer,Tokyo,1964 Summer
Athletics Women's 80 metres Hurdles,1968,Summer,Mexico City,1968 Summer
Gymnastics Men's Individual All-Around,1956,Summer,Melbourne,1956 Summer
Gymnastics Men's Team All-Around,1956,Summer,Melbourne,1956 Summer
Gymnastics Men's Floor Exercise,1956,Summer,Melbourne,1956 Summer
Gymnastics Men's Horse Vault,1956,Summer,Melbourne,1956 Summer
Gymnastics Men's Parallel Bars,1956,Summer,Melbourne,1956 Summer
Gymnastics Men's Horizontal Bar,1956,Summer,Melbourne,1956 Summer
Gymnastics Men's Rings,1956,Summer,Melbourne,1956 Summer
Gymnastics Men's Pommelled Horse,1956,Summer,Melbourne,1956 Summer
Athletics Men's 400 metres,1936,Summer,Berlin,1936 Summer
Athletics Men's 4 x 400 metres Relay,1936,Summer,Berlin,1936 Summer
Gymnastics Men's Individual All-Around,1992,Summer,Barcelona,1992 Summer
Gymnastics Men's Team All-Around,1992,Summer,Barcelona,1992 Summer
Gymnastics Men's Floor Exercise,1992,Summer,Barcelona,1992 Summer
Gymnastics Men's Horse Vault,1992,Summer,Barcelona,1992 Summer
Gymnastics Men's Parallel Bars,1992,Summer,Barcelona,1992 Summer
Gymnastics Men's Horizontal Bar,1992,Summer,Barcelona,1992 Summer
Gymnastics Men's Rings,1992,Summer,Barcelona,1992 Summer
Gymnastics Men's Pommelled Horse,1992,Summer,Barcelona,1992 Summer
Rowing Men's Coxed Eights,1956,Summer,Melbourne,1956 Summer
Softball Women's Softball,2000,Summer,Sydney,2000 Summer
Athletics Men's 4 x 400 metres Relay,1996,Summer,Atlanta,1996 Summer
"Cycling Men's Road Race, Individual",1964,Summer,Tokyo,1964 Summer
Basketball Men's Basketball,1956,Summer,Melbourne,1956 Summer
"Wrestling Men's Featherweight, Greco-Roman",2000,Summer,Sydney,2000 Summer
Sailing Mixed One Person Dinghy,2000,Summer,Sydney,2000 Summer
Sailing Mixed One Person Dinghy,2008,Summer,Beijing,2008 Summer
Sailing Men's One Person Heavyweight Dinghy,2012,Summer,London,2012 Summer
Sailing Men's One Person Dinghy,1992,Summer,Barcelona,1992 Summer
Sailing Men's One Person Dinghy,1996,Summer,Atlanta,1996 Summer
Athletics Men's 400 metres,1920,Summer,Antwerpen,1920 Summer
Athletics Men's 4 x 400 metres Relay,1920,Summer,Antwerpen,1920 Summer
Swimming Women's 100 metres Butterfly,1980,Summer,Moskva,1980 Summer
Swimming Women's 200 metres Butterfly,1980,Summer,Moskva,1980 Summer
Gymnastics Women's Team All-Around,1948,Summer,London,1948 Summer
Judo Men's Heavyweight,1976,Summer,Montreal,1976 Summer
Judo Men's Open Class,1976,Summer,Montreal,1976 Summer
"Art Competitions Mixed Painting, Paintings",1928,Summer,Amsterdam,1928 Summer
Sailing Mixed 5.5 metres,1960,Summer,Roma,1960 Summer
Sailing Mixed 5.5 metres,1968,Summer,Mexico City,1968 Summer
Athletics Men's 800 metres,2004,Summer,Athina,2004 Summer
Rowing Women's Single Sculls,2016,Summer,Rio de Janeiro,2016 Summer
Rowing Men's Lightweight Double Sculls,2008,Summer,Beijing,2008 Summer
"Cycling Men's Road Race, Individual",2016,Summer,Rio de Janeiro,2016 Summer
Boxing Men's Welterweight,2004,Summer,Athina,2004 Summer
Athletics Women's 800 metres,2000,Summer,Sydney,2000 Summer
Handball Men's Handball,1988,Summer,Seoul,1988 Summer
"Wrestling Men's Middleweight, Greco-Roman",2012,Summer,London,2012 Summer
"Athletics Women's 10,000 metres",2004,Summer,Athina,2004 Summer
"Tennis Mixed Doubles, Covered Courts",1912,Summer,Stockholm,1912 Summer
"Tennis Women's Singles, Covered Courts",1912,Summer,Stockholm,1912 Summer
"Cycling Men's Team Pursuit, 4,000 metres",1996,Summer,Atlanta,1996 Summer
"Cycling Men's Team Pursuit, 4,000 metres",2000,Summer,Sydney,2000 Summer
Cycling Men's Madison,2000,Summer,Sydney,2000 Summer
Swimming Women's 100 metres Backstroke,2004,Summer,Athina,2004 Summer
Swimming Women's 100 metres Backstroke,2008,Summer,Beijing,2008 Summer
"Art Competitions Mixed Sculpturing, Statues",1928,Summer,Amsterdam,1928 Summer
Athletics Men's Marathon,1908,Summer,London,1908 Summer
Rugby Men's Rugby,1900,Summer,Paris,1900 Summer
"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",2000,Summer,Sydney,2000 Summer
"Shooting Men's Small-Bore Rifle, Prone, 50 metres",2000,Summer,Sydney,2000 Summer
"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",2004,Summer,Athina,2004 Summer
"Shooting Men's Small-Bore Rifle, Prone, 50 metres",2004,Summer,Athina,2004 Summer
"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",2008,Summer,Beijing,2008 Summer
"Shooting Men's Small-Bore Rifle, Prone, 50 metres",2008,Summer,Beijing,2008 Summer
"Shooting Men's Air Rifle, 10 metres",2012,Summer,London,2012 Summer
"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",2012,Summer,London,2012 Summer
"Shooting Men's Small-Bore Rifle, Prone, 50 metres",2012,Summer,London,2012 Summer
Swimming Women's 100 metres Backstroke,1988,Summer,Seoul,1988 Summer
Swimming Women's 4 x 100 metres Medley Relay,1988,Summer,Seoul,1988 Summer
Rhythmic Gymnastics Women's Group,2000,Summer,Sydney,2000 Summer
Athletics Men's 200 metres,1952,Summer,Helsinki,1952 Summer
Athletics Men's 4 x 100 metres Relay,1956,Summer,Melbourne,1956 Summer
Boxing Men's Super-Heavyweight,2016,Summer,Rio de Janeiro,2016 Summer
Weightlifting Men's Heavyweight II,1992,Summer,Barcelona,1992 Summer
Weightlifting Women's Light-Heavyweight,2004,Summer,Athina,2004 Summer
Football Women's Football,2000,Summer,Sydney,2000 Summer
Baseball Men's Baseball,1996,Summer,Atlanta,1996 Summer
Boxing Men's Welterweight,2000,Summer,Sydney,2000 Summer
Boxing Men's Heavyweight,1980,Summer,Moskva,1980 Summer
Boxing Men's Heavyweight,1984,Summer,Los Angeles,1984 Summer
Weightlifting Men's Middle-Heavyweight,1984,Summer,Los Angeles,1984 Summer
Athletics Women's Long Jump,2000,Summer,Sydney,2000 Summer
Athletics Women's Long Jump,2004,Summer,Athina,2004 Summer
Athletics Women's 100 metres,1996,Summer,Atlanta,1996 Summer
Athletics Women's Long Jump,1996,Summer,Atlanta,1996 Summer
"Wrestling Men's Bantamweight, Freestyle",1988,Summer,Seoul,1988 Summer
"Wrestling Men's Heavyweight, Freestyle",2008,Summer,Beijing,2008 Summer
Athletics Men's 400 metres,1980,Summer,Moskva,1980 Summer
Athletics Men's 400 metres,1984,Summer,Los Angeles,1984 Summer
Athletics Men's 400 metres Hurdles,1988,Summer,Seoul,1988 Summer
"Canoeing Women's Kayak Doubles, 500 metres",1996,Summer,Atlanta,1996 Summer
Athletics Men's 400 metres,1956,Summer,Melbourne,1956 Summer
Athletics Men's 4 x 400 metres Relay,1956,Summer,Melbourne,1956 Summer
"Wrestling Men's Featherweight, Freestyle",1984,Summer,Los Angeles,1984 Summer
"Wrestling Men's Lightweight, Freestyle",1988,Summer,Seoul,1988 Summer
"Wrestling Men's Lightweight, Freestyle",1992,Summer,Barcelona,1992 Summer
Boxing Men's Middleweight,2012,Summer,London,2012 Summer
Table Tennis Women's Singles,1988,Summer,Seoul,1988 Summer
Table Tennis Women's Doubles,1988,Summer,Seoul,1988 Summer
"Wrestling Men's Bantamweight, Freestyle",1948,Summer,London,1948 Summer
Swimming Men's 400 metres Freestyle,1996,Summer,Atlanta,1996 Summer
"Swimming Men's 1,500 metres Freestyle",1996,Summer,Atlanta,1996 Summer
Boxing Men's Light-Heavyweight,1984,Summer,Los Angeles,1984 Summer
Archery Men's Individual,2000,Summer,Sydney,2000 Summer
Archery Men's Team,2000,Summer,Sydney,2000 Summer
"Fencing Men's Foil, Individual",1976,Summer,Montreal,1976 Summer
"Fencing Men's Foil, Team",1976,Summer,Montreal,1976 Summer
"Fencing Men's Sabre, Team",1976,Summer,Montreal,1976 Summer
Judo Men's Lightweight,2004,Summer,Athina,2004 Summer
"Wrestling Men's Flyweight, Greco-Roman",1952,Summer,Helsinki,1952 Summer
"Wrestling Men's Lightweight, Greco-Roman",1924,Summer,Paris,1924 Summer
"Wrestling Men's Flyweight, Freestyle",1956,Summer,Melbourne,1956 Summer
"Wrestling Men's Bantamweight, Freestyle",1960,Summer,Roma,1960 Summer
"Wrestling Men's Bantamweight, Freestyle",1964,Summer,Tokyo,1964 Summer
"Wrestling Men's Lightweight, Greco-Roman",1952,Summer,Helsinki,1952 Summer
"Athletics Women's 3,000 metres Steeplechase",2016,Summer,Rio de Janeiro,2016 Summer
"Athletics Men's 3,000 metres Steeplechase",2016,Summer,Rio de Janeiro,2016 Summer
"Wrestling Men's Featherweight, Freestyle",1968,Summer,Mexico City,1968 Summer
"Wrestling Men's Featherweight, Freestyle",1976,Summer,Montreal,1976 Summer
"Cycling Men's Road Race, Individual",2012,Summer,London,2012 Summer
Cycling Men's Individual Time Trial,2012,Summer,London,2012 Summer
Sailing Mixed Two Person Heavyweight Dinghy,1964,Summer,Tokyo,1964 Summer
"Fencing Men's Foil, Team",1988,Summer,Seoul,1988 Summer
"Fencing Men's Foil, Individual",1988,Summer,Seoul,1988 Summer
Judo Women's Heavyweight,1992,Summer,Barcelona,1992 Summer
"Equestrianism Men's Jumping, Individual",1920,Summer,Antwerpen,1920 Summer
"Canoeing Men's Kayak Singles, 1,000 metres",1948,Summer,London,1948 Summer
"Canoeing Men's Kayak Doubles, 1,000 metres",1960,Summer,Roma,1960 Summer
"Wrestling Men's Heavyweight, Freestyle",1936,Summer,Berlin,1936 Summer
"Canoeing Men's Kayak Doubles, 10,000 metres",1948,Summer,London,1948 Summer
Sailing Mixed 6 metres,1932,Summer,Los Angeles,1932 Summer
"Wrestling Men's Welterweight, Freestyle",1976,Summer,Montreal,1976 Summer
"Swimming Men's 1,500 metres Freestyle",1992,Summer,Barcelona,1992 Summer
Swimming Men's 4 x 200 metres Freestyle Relay,1992,Summer,Barcelona,1992 Summer
Sailing Mixed One Person Dinghy,1968,Summer,Mexico City,1968 Summer
"Wrestling Men's Featherweight, Greco-Roman",1912,Summer,Stockholm,1912 Summer
"Gymnastics Men's Individual All-Around, 5 Events",1906,Summer,Athina,1906 Summer
"Wrestling Men's Featherweight, Freestyle",2008,Summer,Beijing,2008 Summer
"Wrestling Men's Super-Heavyweight, Freestyle",2012,Summer,London,2012 Summer
"Wrestling Men's Super-Heavyweight, Freestyle",2016,Summer,Rio de Janeiro,2016 Summer
Athletics Men's Long Jump,1952,Summer,Helsinki,1952 Summer
"Canoeing Women's Kayak Fours, 500 metres",2016,Summer,Rio de Janeiro,2016 Summer
Volleyball Women's Volleyball,1980,Summer,Moskva,1980 Summer
Boxing Men's Heavyweight,1992,Summer,Barcelona,1992 Summer
Shooting Men's Skeet,2004,Summer,Athina,2004 Summer
Shooting Men's Skeet,2008,Summer,Beijing,2008 Summer
Shooting Men's Skeet,2012,Summer,London,2012 Summer
"Wrestling Men's Light-Heavyweight, Greco-Roman",2016,Summer,Rio de Janeiro,2016 Summer
Boxing Men's Bantamweight,2016,Summer,Rio de Janeiro,2016 Summer
